case_id,client_name,client_segment,strategic_client,fund_type,domicile,num_sub_funds,num_share_classes,num_jurisdictions,num_delegates,missing_documents,aml_status,kyc_status,risk_rating,client_priority,sla_days,regulatory_review_required,blocker_count,latest_blocker_type,complexity_score,complexity_label,actual_effort_hours,actual_completion_days,operational_pressure_score,pressure_band,sla_breached
C00155,Celtic Investments,Small / Emerging,False,Real Estate,UK,1,1,1,4,13,Completed,Pending,Low,High,30,0,0,Missing Documents,85.4,Medium,94.3,17.5,53.4,Medium,0
C00156,Legal & General,Institutional,False,UCITS,Cayman Islands,10,18,2,1,6,In Progress,In Progress,Low,Critical,20,0,3,None,117.7,Medium,92.0,15.8,66.0,High,0
C00157,Varagon Generation,High Profile,True,AIF,UK,13,18,3,9,12,In Progress,In Progress,Medium,Critical,15,1,2,None,199.6,High,236.2,35.6,75.0,High,0
C00158,Fidelity,Institutional,False,UCITS,UK,15,7,3,3,15,Completed,In Progress,Low,Normal,15,1,3,Regulatory Review,140.1,High,147.5,23.8,66.0,High,0
C00159,AllianzGI,Institutional,False,AIF,Malta,15,9,4,1,13,Pending,Failed,Medium,Normal,15,0,2,Regulatory Review,157.6,High,178.9,26.8,83.0,High,0
C00160,State Street,Institutional,False,Private Equity,Cayman Islands,3,23,4,4,7,In Progress,Failed,Low,Normal,10,0,0,Regulatory Review,118.1,Medium,138.2,22.1,75.0,High,0
C00161,BNY,Institutional,False,Real Estate,Cayman Islands,2,6,2,2,5,Completed,Completed,Low,Normal,20,0,0,None,48.7,Low,63.5,10.3,33.9,Low,0
C00162,Goldman Sachs,Institutional,False,Hedge Fund,Malta,13,22,1,6,11,In Progress,Completed,Medium,High,20,0,0,None,135.0,High,157.6,24.9,57.0,Medium,0
C00163,Harbour Capital,Small / Emerging,False,Hedge Fund,Malta,4,5,4,3,11,Pending,Completed,High,High,15,0,1,None,134.6,High,157.8,24.9,70.0,High,0
C00164,Apollo,High Profile,True,Real Estate,UK,9,24,4,6,9,In Progress,Completed,High,Normal,30,0,2,Client Dependency,174.7,High,219.5,31.4,68.0,High,0
C00165,Nova Asset Management,Small / Emerging,False,Real Estate,Ireland,3,13,2,4,14,Completed,Pending,Medium,High,20,0,0,KYC Issue,116.2,Medium,98.7,14.9,67.0,High,0
C00166,NorthPeak,Small / Emerging,False,Hedge Fund,Malta,14,2,5,4,5,Pending,In Progress,Medium,Low,20,0,0,Missing Documents,124.4,Medium,121.6,17.6,67.0,High,0
C00167,J.P. Morgan,Institutional,False,Real Estate,Ireland,14,24,1,3,1,In Progress,In Progress,High,Low,30,0,2,KYC Issue,135.3,High,115.1,17.4,56.0,Medium,0
C00168,Schroders,Institutional,False,Hedge Fund,Cayman Islands,15,1,4,3,12,Completed,Completed,Low,Normal,30,1,2,Missing Documents,129.9,High,126.3,18.8,56.0,Medium,1
C00169,RiverRock,High Profile,True,Hedge Fund,Cayman Islands,21,25,4,7,13,In Progress,Failed,High,High,45,1,4,None,275.6,High,303.3,43.9,84.0,High,0
C00170,Abrdn,Institutional,False,Money Market,UK,6,20,4,0,10,In Progress,Pending,Low,Normal,45,0,0,None,92.2,Medium,85.8,14.6,56.5,Medium,0
C00171,Nova Asset Management,Small / Emerging,False,Hedge Fund,UK,8,12,4,6,14,In Progress,In Progress,Medium,Normal,30,0,1,AML Delay,143.4,High,121.5,17.4,53.0,Medium,0
C00172,DWS,Institutional,False,Private Equity,Ireland,4,26,5,0,6,Pending,Failed,High,Normal,20,0,2,None,158.9,High,151.3,24.9,83.0,High,0
C00173,Schroders,Institutional,False,AIF,Malta,1,19,4,1,3,Completed,In Progress,High,Normal,15,0,0,None,77.8,Medium,73.0,12.8,47.0,Medium,0
C00174,RiverRock,High Profile,True,Private Equity,Ireland,13,29,7,6,19,Completed,In Progress,High,Normal,20,1,2,Client Dependency,235.0,High,199.0,30.2,75.0,High,0
C00175,Varagon Generation,High Profile,True,Hedge Fund,Ireland,8,17,7,8,8,Completed,Failed,Medium,Critical,30,1,2,None,215.1,High,226.1,31.2,78.0,High,1
C00176,Emerald Capital,Small / Emerging,False,AIF,Cayman Islands,10,8,1,3,10,Completed,Pending,High,Low,30,0,3,Missing Documents,129.4,High,147.3,24.3,69.0,High,0
C00177,Nova Asset Management,Small / Emerging,False,UCITS,Malta,15,16,5,4,8,Completed,In Progress,Low,Critical,20,0,1,Regulatory Review,131.7,High,123.3,18.7,60.0,Medium,0
C00178,Varagon Generation,High Profile,True,AIF,Ireland,23,22,3,7,16,Pending,In Progress,High,Critical,20,1,1,Missing Documents,241.0,High,187.2,28.6,82.0,High,0
C00179,Abrdn,Institutional,False,AIF,Ireland,4,6,3,5,1,Completed,Pending,High,High,20,0,1,None,101.9,Medium,123.7,19.0,70.0,High,0
C00180,GreenRock,Small / Emerging,False,Hedge Fund,UK,7,25,5,6,0,Blocked,Completed,Medium,Normal,20,0,3,Missing Documents,152.9,High,157.4,24.2,76.0,High,0
C00181,Apollo,High Profile,True,Private Equity,UK,8,41,3,5,15,Completed,Completed,Medium,High,15,1,2,KYC Issue,188.9,High,194.8,30.0,75.0,High,0
C00182,Celtic Investments,Small / Emerging,False,Real Estate,UK,5,26,2,5,11,Completed,Failed,Medium,Normal,45,0,0,AML Delay,130.6,High,144.7,20.7,60.0,Medium,1
C00183,Fidelity,Institutional,False,Money Market,Malta,5,15,4,3,14,Pending,Pending,Medium,Normal,30,0,2,KYC Issue,138.7,High,157.0,25.8,76.0,High,1
C00184,Aon,High Profile,True,UCITS,Malta,18,25,7,6,18,In Progress,In Progress,High,Normal,15,0,1,KYC Issue,216.5,High,230.5,33.3,72.0,High,1
C00185,GreenRock,Small / Emerging,False,UCITS,Malta,13,22,3,1,13,Pending,Completed,Low,Low,20,0,0,AML Delay,108.1,Medium,122.7,21.1,67.0,High,0
C00186,Arbour Wealth,Small / Emerging,False,UCITS,UK,8,16,2,3,13,Completed,Pending,Medium,Normal,10,0,1,AML Delay,111.8,Medium,108.2,19.3,78.0,High,0
C00187,Aon,High Profile,True,Money Market,Cayman Islands,18,16,6,4,10,In Progress,In Progress,Medium,Normal,20,0,5,Regulatory Review,196.4,High,167.9,24.1,84.0,High,0
C00188,DWS,Institutional,False,Private Equity,UK,4,4,1,3,7,Completed,In Progress,Medium,Normal,30,0,0,Client Dependency,72.1,Low,76.3,15.0,37.4,Low,0
C00189,J.P. Morgan,Institutional,False,Money Market,Malta,6,21,4,0,9,Blocked,Pending,Medium,Critical,20,0,0,None,136.7,High,143.2,23.7,77.0,High,0
C00190,Schroders,Institutional,False,Hedge Fund,Cayman Islands,1,26,3,4,3,Completed,Completed,High,High,10,0,1,Analyst Unavailable,110.4,Medium,118.3,20.2,68.0,High,0
C00191,SilverStone,Small / Emerging,False,AIF,Luxembourg,9,18,3,3,9,Completed,In Progress,Medium,Normal,45,0,0,None,95.9,Medium,92.0,16.7,48.2,Medium,0
C00192,Goldman Sachs,Institutional,False,UCITS,Malta,5,17,5,6,2,Completed,Failed,Low,High,30,0,3,KYC Issue,129.7,High,109.3,18.1,69.0,High,1
C00193,BNY,Institutional,False,AIF,Malta,13,29,1,5,8,Blocked,In Progress,Medium,Normal,30,1,1,Analyst Unavailable,157.2,High,145.7,22.2,63.0,Medium,0
C00194,PIMCO,Institutional,False,Real Estate,UK,9,17,3,6,7,In Progress,Failed,High,Normal,30,0,3,None,178.0,High,204.9,30.7,69.0,High,0
C00195,J.P. Morgan,Institutional,False,Real Estate,Ireland,7,13,4,4,0,In Progress,Pending,Low,High,30,0,3,Client Dependency,123.8,Medium,101.7,16.0,69.0,High,1
C00196,J.P. Morgan,Institutional,False,Private Equity,Ireland,1,28,2,3,4,Completed,Completed,Medium,High,45,0,3,Missing Documents,107.3,Medium,91.9,15.4,59.0,Medium,0
C00197,Varagon Generation,High Profile,True,Private Equity,Malta,25,12,6,7,6,Pending,Failed,Medium,Critical,20,0,2,None,238.9,High,290.0,42.6,95.0,Critical,0
C00198,Nova Asset Management,Small / Emerging,False,UCITS,Luxembourg,8,22,4,1,3,Completed,Completed,Medium,High,30,0,0,KYC Issue,81.6,Medium,79.1,14.3,41.7,Medium,0
C00199,Goldman Sachs,Institutional,False,Real Estate,UK,10,25,4,0,15,Completed,Completed,Medium,Normal,20,0,3,AML Delay,140.5,High,161.2,23.0,66.0,High,0
C00200,Varagon Generation,High Profile,True,Private Equity,Luxembourg,12,29,6,3,9,In Progress,Completed,Medium,Normal,30,0,2,AML Delay,168.8,High,186.7,29.4,68.0,High,0
C00201,Invesco,Institutional,False,Private Equity,Malta,12,6,4,1,12,Completed,Completed,Low,Normal,15,0,1,KYC Issue,100.3,Medium,80.9,13.3,60.0,Medium,0
C00202,AllianzGI,Institutional,False,Private Equity,Luxembourg,9,9,1,2,2,Blocked,In Progress,Medium,Normal,30,0,3,AML Delay,124.1,Medium,106.6,19.0,69.0,High,0
C00203,DWS,Institutional,False,Real Estate,Ireland,6,3,3,6,5,Blocked,Failed,Medium,High,10,0,3,None,168.6,High,193.8,28.4,94.0,Critical,0
C00204,SilverStone,Small / Emerging,False,UCITS,Malta,14,14,3,6,3,In Progress,Completed,Medium,Normal,30,1,1,KYC Issue,121.4,Medium,97.5,15.6,53.0,Medium,0
C00205,Varagon Generation,High Profile,True,UCITS,Cayman Islands,9,44,4,8,21,In Progress,In Progress,High,Low,20,1,2,Regulatory Review,232.3,High,261.0,38.2,75.0,High,0
C00206,Aon,High Profile,True,Hedge Fund,Ireland,10,44,3,8,16,Completed,Pending,Medium,High,20,0,5,None,234.5,High,191.2,28.4,94.0,Critical,0
C00207,Invesco,Institutional,False,AIF,Ireland,15,4,5,3,11,Completed,Pending,Low,Critical,30,0,3,None,148.5,High,123.9,21.0,69.0,High,1
C00208,BlackRock,Institutional,False,Money Market,Malta,15,6,5,2,13,Completed,Completed,Medium,Normal,30,1,1,Client Dependency,127.2,High,136.2,19.8,53.0,Medium,1
C00209,Emerald Capital,Small / Emerging,False,AIF,Ireland,3,2,2,0,1,Completed,Pending,High,Normal,10,0,1,None,66.5,Low,84.9,16.3,62.9,Medium,0
C00210,Legal & General,Institutional,False,UCITS,Cayman Islands,3,21,1,3,13,Completed,Pending,Low,Normal,15,1,1,None,102.3,Medium,83.1,14.8,70.0,High,1
C00211,M&G,Institutional,False,Private Equity,Ireland,4,4,1,4,6,In Progress,In Progress,Medium,High,30,0,3,Client Dependency,113.3,Medium,105.5,16.8,59.0,Medium,1
C00212,Varagon Generation,High Profile,True,UCITS,UK,10,16,5,6,17,Completed,Pending,High,High,45,0,5,None,219.4,High,212.2,33.1,87.0,Critical,1
C00213,GreenRock,Small / Emerging,False,AIF,Ireland,14,27,5,5,5,Completed,Failed,Medium,Normal,30,1,2,None,166.9,High,166.9,25.7,66.0,High,0
C00214,State Street,Institutional,False,UCITS,UK,10,18,5,4,4,Completed,Completed,Medium,Normal,20,0,1,None,100.1,Medium,83.4,12.3,60.0,Medium,0
C00215,Northern Trust,Institutional,False,Hedge Fund,Ireland,1,28,3,6,4,Completed,Completed,Medium,Normal,20,0,3,None,114.3,Medium,100.7,17.0,66.0,High,0
C00216,Apollo,High Profile,True,Real Estate,Luxembourg,13,30,4,7,20,Completed,In Progress,High,Critical,15,0,1,None,224.1,High,180.1,27.6,72.0,High,0
C00217,J.P. Morgan,Institutional,False,Hedge Fund,Cayman Islands,2,28,5,0,9,Completed,In Progress,Low,Normal,20,1,1,None,109.0,Medium,86.1,15.0,60.0,Medium,0
C00218,Arbour Wealth,Small / Emerging,False,Money Market,Cayman Islands,11,22,1,6,0,In Progress,In Progress,Medium,Low,10,0,3,KYC Issue,116.3,Medium,117.5,20.2,74.0,High,1
C00219,Celtic Investments,Small / Emerging,False,Private Equity,UK,12,1,5,4,7,Completed,Pending,High,Critical,15,0,0,KYC Issue,146.8,High,166.5,23.6,67.0,High,1
C00220,J.P. Morgan,Institutional,False,Private Equity,Luxembourg,4,21,2,6,13,Blocked,Completed,Medium,Normal,30,0,3,None,159.5,High,148.8,23.9,69.0,High,0
C00221,Celtic Investments,Small / Emerging,False,UCITS,Ireland,12,19,3,1,4,Blocked,Completed,High,Normal,30,1,0,AML Delay,132.8,High,138.8,19.6,60.0,Medium,1
C00222,GreenRock,Small / Emerging,False,Hedge Fund,Luxembourg,12,17,1,0,1,Pending,Completed,High,High,30,0,2,None,122.8,Medium,109.6,16.1,66.0,High,0
C00223,Invesco,Institutional,False,Private Equity,Malta,14,9,1,0,9,Pending,Completed,High,Normal,20,1,2,Regulatory Review,143.2,High,117.7,19.7,73.0,High,0
C00224,BlackRock,Institutional,False,Hedge Fund,Luxembourg,12,2,3,1,14,In Progress,Pending,Medium,High,15,0,0,None,129.2,High,161.4,23.4,67.0,High,0
C00225,BlackRock,Institutional,False,Real Estate,Cayman Islands,11,14,4,1,8,Blocked,In Progress,Medium,High,45,0,1,None,148.3,High,175.2,25.1,63.0,Medium,0
C00226,Invesco,Institutional,False,Real Estate,Malta,8,21,3,1,15,In Progress,In Progress,Low,Normal,20,0,1,None,120.9,Medium,139.6,23.0,60.0,Medium,0
C00227,GreenRock,Small / Emerging,False,UCITS,UK,2,21,5,5,4,Completed,Pending,Low,High,30,0,1,AML Delay,100.4,Medium,120.7,19.7,63.0,Medium,0
C00228,Schroders,Institutional,False,Hedge Fund,Ireland,6,22,3,0,5,In Progress,Completed,Medium,Normal,20,0,3,None,109.8,Medium,90.2,13.7,66.0,High,1
C00229,RiverRock,High Profile,True,Real Estate,Cayman Islands,22,36,4,9,18,Pending,In Progress,High,High,15,0,3,None,274.1,High,218.5,33.2,88.0,Critical,0
C00230,Legal & General,Institutional,False,Money Market,Cayman Islands,3,22,3,6,12,Completed,Completed,Medium,Normal,30,0,1,None,104.3,Medium,115.9,19.0,53.0,Medium,0
C00231,Invesco,Institutional,False,UCITS,Ireland,15,8,2,1,15,In Progress,Pending,Medium,Normal,15,0,3,Regulatory Review,142.4,High,123.9,20.7,76.0,High,1
C00232,Legal & General,Institutional,False,Hedge Fund,Malta,10,21,3,2,1,In Progress,In Progress,Medium,Normal,45,0,0,KYC Issue,98.6,Medium,90.6,15.2,49.4,Medium,0
C00233,NorthPeak,Small / Emerging,False,Real Estate,Luxembourg,10,26,2,5,11,Completed,Completed,Low,Normal,15,0,0,None,106.6,Medium,86.6,15.3,57.0,Medium,0
C00234,Varagon Generation,High Profile,True,AIF,Luxembourg,13,28,7,4,7,In Progress,In Progress,High,Critical,10,0,5,None,223.6,High,236.4,35.6,92.0,Critical,1
C00235,Schroders,Institutional,False,Real Estate,Malta,10,5,5,5,7,Completed,Completed,Low,Low,30,0,2,AML Delay,110.1,Medium,79.3,14.8,56.0,Medium,1
C00236,PIMCO,Institutional,False,Money Market,UK,7,7,4,4,13,Pending,In Progress,Low,Low,30,0,2,None,120.9,Medium,101.7,16.9,66.0,High,0
C00237,Abrdn,Institutional,False,Private Equity,UK,4,24,2,5,1,In Progress,Pending,Medium,Normal,30,1,2,Missing Documents,128.8,High,114.7,16.6,66.0,High,1
C00238,AllianzGI,Institutional,False,UCITS,Luxembourg,13,12,2,5,4,Pending,Completed,Low,Normal,30,0,2,Client Dependency,104.9,Medium,126.6,20.0,66.0,High,0
C00239,Northern Trust,Institutional,False,UCITS,Malta,14,23,1,6,0,Completed,Failed,Medium,Normal,30,0,1,Regulatory Review,117.7,Medium,113.9,17.4,63.0,Medium,0
C00240,PIMCO,Institutional,False,AIF,Malta,6,4,4,6,10,In Progress,Pending,High,High,30,0,2,AML Delay,149.4,High,145.3,23.7,66.0,High,0
C00241,Invesco,Institutional,False,Hedge Fund,Ireland,9,26,5,0,3,Completed,Completed,High,Critical,30,0,0,Missing Documents,123.0,Medium,152.0,23.6,50.0,Medium,0
C00242,BlackRock,Institutional,False,Hedge Fund,Luxembourg,6,17,3,4,2,Pending,Completed,High,Normal,30,0,0,KYC Issue,110.9,Medium,85.3,15.8,60.0,Medium,0
C00243,M&G,Institutional,False,Money Market,Ireland,5,29,5,3,0,Completed,Completed,Medium,Normal,45,0,0,Missing Documents,77.2,Medium,73.4,11.1,39.7,Low,0
C00244,DWS,Institutional,False,Hedge Fund,Ireland,2,3,1,0,3,In Progress,In Progress,Medium,High,45,0,1,AML Delay,71.2,Low,58.9,9.8,40.0,Medium,0
C00245,Northern Trust,Institutional,False,UCITS,UK,9,20,1,3,4,Pending,Completed,High,High,20,1,1,None,128.0,High,111.0,18.9,70.0,High,0
C00246,M&G,Institutional,False,Private Equity,Cayman Islands,6,10,1,4,5,Pending,Pending,Medium,Low,30,0,3,Analyst Unavailable,126.2,High,102.1,18.0,79.0,High,1
C00247,Varagon Generation,High Profile,True,UCITS,Luxembourg,25,30,6,4,4,Blocked,Completed,High,Normal,20,1,3,Regulatory Review,233.2,High,212.2,31.5,88.0,Critical,0
C00248,Apollo,High Profile,True,AIF,Luxembourg,17,35,6,8,8,In Progress,Failed,Medium,High,15,0,2,None,220.8,High,264.8,36.9,85.0,Critical,0
C00249,RiverRock,High Profile,True,Hedge Fund,Ireland,12,33,3,5,15,Completed,Completed,High,Low,20,1,1,None,190.3,High,155.7,24.5,72.0,High,0
C00250,Aon,High Profile,True,UCITS,Cayman Islands,9,37,4,5,12,Completed,Pending,Medium,High,15,1,1,Missing Documents,179.5,High,179.5,25.3,82.0,High,0
C00251,RiverRock,High Profile,True,UCITS,Luxembourg,8,19,7,7,5,In Progress,Pending,Medium,High,10,1,1,KYC Issue,175.3,High,176.7,27.2,90.0,Critical,0
C00252,Goldman Sachs,Institutional,False,UCITS,Cayman Islands,8,15,4,2,9,Pending,Completed,Low,High,20,0,2,None,114.3,Medium,87.0,15.7,73.0,High,0
C00253,State Street,Institutional,False,AIF,UK,7,21,4,1,14,In Progress,In Progress,Medium,High,30,0,3,KYC Issue,142.9,High,152.8,24.9,59.0,Medium,0
C00254,PIMCO,Institutional,False,Hedge Fund,Luxembourg,12,14,3,4,8,In Progress,Pending,Medium,Normal,20,0,3,KYC Issue,151.5,High,184.1,28.6,76.0,High,1
C00255,BlackRock,Institutional,False,Hedge Fund,Luxembourg,9,24,3,3,0,Blocked,Completed,High,Normal,20,0,1,Client Dependency,136.0,High,136.3,22.5,70.0,High,0
C00256,Emerald Capital,Small / Emerging,False,Real Estate,Malta,3,5,3,2,7,Completed,Completed,Low,Low,30,0,3,Missing Documents,83.2,Medium,82.9,13.2,51.4,Medium,0
C00257,Harbour Capital,Small / Emerging,False,Money Market,Ireland,4,5,5,6,8,Completed,In Progress,Medium,Normal,15,0,2,None,107.7,Medium,93.4,15.2,63.0,Medium,0
C00258,Evercrest,Small / Emerging,False,Hedge Fund,Cayman Islands,2,7,3,4,2,Completed,In Progress,High,Normal,10,0,2,Regulatory Review,102.1,Medium,96.3,17.8,71.0,High,0
C00259,Aon,High Profile,True,Real Estate,Luxembourg,8,17,7,6,19,Completed,Pending,Low,Critical,20,0,3,KYC Issue,208.4,High,182.6,29.3,88.0,Critical,0
C00260,OakBridge,Small / Emerging,False,Private Equity,Luxembourg,5,21,5,1,3,Blocked,In Progress,Medium,High,15,0,3,Regulatory Review,149.7,High,179.1,26.6,76.0,High,1
C00261,Blue Horizon,Small / Emerging,False,UCITS,Ireland,11,5,1,2,0,Completed,Completed,Medium,Normal,45,0,3,AML Delay,73.7,Low,80.2,15.1,47.2,Medium,0
C00262,RiverRock,High Profile,True,AIF,Malta,25,15,5,6,15,In Progress,Completed,High,Critical,10,0,1,Regulatory Review,217.0,High,211.7,32.5,80.0,High,0
C00263,Aon,High Profile,True,Hedge Fund,Cayman Islands,9,31,5,6,19,In Progress,Completed,High,Critical,15,0,5,None,247.8,High,198.3,29.1,84.0,High,0
C00264,Celtic Investments,Small / Emerging,False,Hedge Fund,Luxembourg,3,15,2,1,10,Pending,In Progress,Low,Normal,10,1,0,Client Dependency,100.1,Medium,96.3,16.1,75.0,High,0
C00265,Blue Horizon,Small / Emerging,False,Private Equity,UK,12,11,3,2,0,Pending,Pending,Low,Low,20,0,3,AML Delay,120.7,Medium,132.7,18.7,86.0,Critical,0
C00266,M&G,Institutional,False,AIF,Malta,6,9,4,3,0,In Progress,In Progress,Medium,High,15,0,3,None,105.9,Medium,83.1,12.4,66.0,High,0
C00267,Varagon Generation,High Profile,True,UCITS,Cayman Islands,22,24,7,5,17,In Progress,Pending,High,Low,15,1,4,Missing Documents,261.7,High,308.8,45.3,91.0,Critical,0
C00268,RiverRock,High Profile,True,AIF,Luxembourg,25,42,5,5,5,Blocked,Failed,Medium,High,10,1,4,AML Delay,270.1,High,249.8,34.8,100.0,Critical,0
C00269,Celtic Investments,Small / Emerging,False,Private Equity,Ireland,15,14,3,3,0,Blocked,Completed,Low,Low,30,0,0,None,108.2,Medium,106.4,19.1,60.0,Medium,0
C00270,J.P. Morgan,Institutional,False,AIF,UK,3,9,4,3,12,Completed,Pending,High,Normal,30,0,2,None,124.9,Medium,128.8,20.4,66.0,High,0
C00271,RiverRock,High Profile,True,UCITS,Ireland,22,23,7,7,7,Pending,Completed,Medium,High,15,0,1,Client Dependency,194.9,High,167.9,24.6,82.0,High,0
C00272,BNY,Institutional,False,Private Equity,Malta,3,9,3,5,13,Completed,Completed,Low,Normal,30,0,0,Regulatory Review,86.7,Medium,69.1,13.8,44.0,Medium,0
C00273,State Street,Institutional,False,Money Market,Luxembourg,9,29,1,6,14,Completed,Completed,Medium,Normal,20,0,2,None,126.7,High,126.2,19.5,63.0,Medium,0
C00274,Invesco,Institutional,False,Real Estate,Luxembourg,14,18,5,6,4,Completed,In Progress,High,Low,10,0,0,Missing Documents,141.9,High,127.8,18.9,65.0,High,0
C00275,Legal & General,Institutional,False,Money Market,Luxembourg,5,29,1,4,8,Completed,In Progress,High,Low,45,1,3,None,139.1,High,157.2,23.3,59.0,Medium,1
C00276,Apollo,High Profile,True,UCITS,Cayman Islands,15,30,5,8,7,Blocked,Completed,High,High,20,0,4,KYC Issue,231.6,High,183.4,27.0,91.0,Critical,0
C00277,RiverRock,High Profile,True,Real Estate,UK,19,11,4,5,12,In Progress,In Progress,Medium,Critical,20,0,1,Regulatory Review,189.7,High,169.7,23.6,72.0,High,1
C00278,State Street,Institutional,False,Hedge Fund,Malta,6,26,3,2,11,Completed,Completed,Medium,High,15,1,1,Client Dependency,129.8,High,156.6,23.2,60.0,Medium,0
C00279,Celtic Investments,Small / Emerging,False,Private Equity,Luxembourg,8,14,3,4,3,In Progress,In Progress,High,Normal,20,0,3,KYC Issue,139.2,High,148.7,21.0,66.0,High,0
C00280,Apollo,High Profile,True,UCITS,Ireland,8,35,7,7,20,Blocked,In Progress,High,Critical,45,0,2,None,254.6,High,224.2,34.6,78.0,High,0
C00281,Abrdn,Institutional,False,Money Market,UK,5,17,1,0,7,Completed,Failed,Low,High,30,1,0,Client Dependency,90.2,Medium,89.6,14.9,55.6,Medium,0
C00282,RiverRock,High Profile,True,Hedge Fund,Malta,18,22,7,3,11,Pending,Pending,High,Normal,20,0,4,AML Delay,237.5,High,256.8,38.8,100.0,Critical,0
C00283,Abrdn,Institutional,False,Private Equity,Ireland,13,12,5,0,12,In Progress,Completed,Low,Low,30,0,1,None,116.3,Medium,138.9,20.6,53.0,Medium,1
C00284,SilverStone,Small / Emerging,False,AIF,Luxembourg,15,20,2,1,1,Completed,Completed,High,High,10,0,3,Analyst Unavailable,120.8,Medium,114.9,18.1,74.0,High,0
C00285,Evercrest,Small / Emerging,False,Hedge Fund,UK,3,15,4,3,0,Blocked,Completed,High,Normal,15,0,0,Client Dependency,112.1,Medium,112.1,17.6,67.0,High,0
C00286,Harbour Capital,Small / Emerging,False,Money Market,Malta,10,2,3,2,12,Blocked,In Progress,Low,Critical,30,1,1,None,142.7,High,138.5,20.0,63.0,Medium,1
C00287,J.P. Morgan,Institutional,False,Private Equity,Malta,7,28,3,3,5,Completed,In Progress,Low,High,45,0,2,Client Dependency,116.3,Medium,134.5,22.9,56.0,Medium,0
C00288,Emerald Capital,Small / Emerging,False,AIF,Cayman Islands,9,12,3,2,0,In Progress,Pending,High,Normal,30,0,2,Missing Documents,112.9,Medium,117.7,16.9,66.0,High,1
C00289,Northern Trust,Institutional,False,AIF,UK,1,25,1,5,11,In Progress,Failed,High,Normal,30,0,0,None,127.5,High,145.8,21.5,60.0,Medium,0
C00290,State Street,Institutional,False,Hedge Fund,Luxembourg,10,28,4,1,15,Completed,Completed,Low,Normal,30,1,2,AML Delay,140.4,High,133.2,21.1,56.0,Medium,0
C00291,Fidelity,Institutional,False,Private Equity,Luxembourg,7,8,3,1,10,Completed,In Progress,High,Normal,30,0,0,Missing Documents,105.8,Medium,85.8,14.5,50.0,Medium,0
C00292,Aon,High Profile,True,AIF,Malta,14,13,7,3,4,Blocked,Completed,Medium,High,20,1,4,Client Dependency,197.4,High,169.4,25.7,91.0,Critical,0
C00293,M&G,Institutional,False,Private Equity,Ireland,3,11,3,5,10,In Progress,Completed,Medium,Normal,20,0,0,None,99.4,Medium,82.6,15.4,56.7,Medium,0
